Charter number,Year and quarter,Year,Quarter ,Credit Union name,"Street 
(Mailing address)","City 
(Mailing address)",State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits,
4 quarter growth 
(%)","Total loans, 
4 quarter growth 
(%)","Total assets, 
4 quarter growth 
(%)","Members,
4 quarter growth 
(%)","Net worth, 
4 quarter growth (excludes CECL transition provision)
(%)",Unnamed: 24,NCUA internal ID (join_number)
61946,2025.3,2025,3,RINCONES PRESBYTERIAN,PO BOX 149,CHACON,NM,87713,2,3,1,730,5895032,4603464,5243807,0.6509742735538314,10.32,87.78858565923574,22.120963356540436,9.684788684472734,20.916713963066357,-4.3250327653997385,6.112497164889998,,16248
61949,2025.3,2025,3,WHITEFISH CREDIT UNION ASSOCIATION,PO Box 37,Whitefish,MT,59937,2,3,1,63672,1991742133,1291470460,1732619531,0.4901767992294275,12.8,74.53860682585137,1.0897430811319886,2.1656466374202266,1.6901124785770438,1.69783896883835,2.996906634228877,,16251
61953,2025.3,2025,3,NORTH CENTRAL AREA,PO Box 817,Houghton Lake,MI,48629,2,1,1,19635,256324552,183844691,228707524,1.3701710999792323,11.08,80.38419015895603,8.937582052676518,17.309364862951448,8.446238514118631,-3.3187256881185734,12.991984771849971,,16255
61963,2025.3,2025,3,OLD SPANISH TRAIL,P O BOX 37,WESTLAKE,LA,70669,2,2,0,928,5685385,4257804,3975618,0.6999403984674091,29.62,107.09791534297308,-10.108944589817959,-7.608481489164653,-6.551795892042012,-10.683349374398466,2.960831211772158,,16264
61986,2025.3,2025,3,GRATIOT COMMUNITY,211 W Center St,Alma,MI,48801,2,1,1,6645,56200720,36977618,50265675,0.9266938747618778,8.67,73.56435181662238,3.1599458859313145,-8.323177698555773,4.745696456116422,-1.0129599284969482,13.451866662570966,,16286
61988,2025.3,2025,3,SAFE HARBOR,PO Box 980,Ludington,MI,49431,2,1,0,9034,184827807,151164765,167320397,1.090229059190178,9.16,90.3444933853462,13.837998462224554,8.909333345168214,13.975370261088461,3.3047455688965055,14.633287094693337,,16287
61995,2025.3,2025,3,SUNRISE FAMILY,404 S Euclid Ave,Bay City,MI,48706,2,1,0,11218,130091314,48494498,117752523,-0.04870481517896447,9.24,41.1834046222517,-2.9051700846049355,3.0918237186608133,-2.682729302578324,-1.8805212979970287,-4.022524573092433,,16294
61999,2025.3,2025,3,MONTCALM PUBLIC EMPLOYEES,PO BOX 469,EDMORE,MI,48829,2,1,0,1849,25093290,7446713,20837872,0.861025045848094,16.89,35.73643700278033,1.983038547456606,-2.7403540168136287,2.604256729214627,0.543773790103308,5.7451991513508345,,16298
62010,2025.3,2025,3,FILER,PO Box 375,Manistee,MI,49660,2,1,0,13077,249502967,144410733,221482868,1.3089659542704721,12.44,65.2017622419446,4.09549657731032,1.759283727640737,5.086397892130923,3.310159582872485,10.772468617980605,,16308
62018,2025.3,2025,3,ASCENSION,PO BOX 248,GONZALES,LA,70707,2,2,1,10540,107378187,84689489,94210840,0.32861285182605127,11.02,89.89357169514676,4.719592476462897,7.997882519707189,4.656252644654457,3.8525963149078635,2.6956771327093376,,16316
62026,2025.3,2025,3,MEMBERS CHOICE,145 RUSSELL RD,ASHLAND,KY,41101,2,2,1,23218,411328391,278694549,370888707,0.4194565045295489,8.22,75.14236582026747,-0.5479124175458372,5.304057527443362,1.623233494800913,-0.6376513887105695,4.62842488889962,,16324
62027,2025.3,2025,3,BEST FINANCIAL,1888 E SHERMAN,MUSKEGON,MI,49444,2,1,1,13754,141760783,104148440,117702337,0.21275844149243922,16.22,88.48459822849567,1.5646925338834938,5.623699948258309,1.5687288061710714,2.5576019685332962,1.0845570398073943,,16325
62028,2025.3,2025,3,OUR,3070 Normandy Rd,Royal Oak,MI,48073,2,1,0,23668,353683612,221643611,329551698,0.6745980219298159,10.07,67.25609740296346,-2.16713449663527,5.340219650265721,-1.458668461708379,-0.18135042807135848,6.541919429343128,,16326
62031,2025.3,2025,3,HEARTLAND,PO BOX 1387,HUTCHINSON,KS,67504,2,3,1,39989,673563356,569251996,559861952,0.9252843009962504,8.82,101.6772070269208,0.3944428424892621,5.489919867988191,4.022124448632081,-0.27183400668362445,8.234716698789043,,16329
62035,2025.3,2025,3,ALPENA-ALCONA AREA,PO Box 515,Alpena,MI,49707,2,1,1,48818,918804314,573543008,800927496,1.6172249747256964,11.92,71.60985368393446,8.55283439563388,16.855151743444495,9.143576223844963,3.174401893651191,13.473841671287017,,16333
62038,2025.3,2025,3,EMBERS,601 S McClellan Ave,Marquette,MI,49855,2,1,1,32834,575192440,361510005,504123481,0.8070735051754708,12.17,71.71060635439832,4.722181855431429,6.6611823781508095,6.0822257901548715,3.22884899550413,5.96325839325765,,16336
62040,2025.3,2025,3,COMPASS,485 S State St,Sparta,MI,49345,2,1,0,7538,96832343,48941670,87813696,1.0066510213920525,10.49,55.733527034325036,3.113602652786085,-2.3619073610904096,3.052942175980622,-1.963844453114838,8.047593908335585,,16338
62047,2025.3,2025,3,LAKE TRUST,4605 S Old US Highway 23,Brighton,MI,48114,2,1,1,177907,2706100337,2115650021,2385008803,0.604634218667987,11.04,88.70617241910448,4.686338407721569,7.945587267092646,2.5344855257693366,-0.3913642318847055,5.048860345519003,,16345
62049,2025.3,2025,3,MICHIGAN SCHOOLS AND GOVERNMENT,40400 Garfield Road,Clinton Townshi,MI,48038,2,1,0,160138,4166423140,3600366728,3423206317,1.1986371271018517,12.33,105.17527705298401,8.940332332009682,9.879252050976572,9.516786161037816,5.304066494818249,12.456320765329712,,16347
62062,2025.3,2025,3,CITY,2302 JACK WARNER PKWY,TUSCALOOSA,AL,35401,2,2,0,1518,19538008,12438225,14432016,1.268258426106848,25.01,86.18494463975095,1.7541860745827975,-4.315575647023639,-2.4111596274663194,-5.772811918063314,4.937906780065054,,16358
62066,2025.3,2025,3,HARBORLIGHT,2151 COGSWELL DR,WHITEHALL,MI,49461,2,1,0,11556,162059710,110218237,142504881,1.2162015411536171,10.95,77.34348201027585,2.2360980671883857,5.06445963079023,2.9283661621380963,0.3299183886091406,11.425772766735642,,16362
62072,2025.3,2025,3,IGNITE,115 Riverside Dr,Battle Creek,MI,49015,2,1,1,30559,374089978,295933286,330146994,0.2720706353741609,10.31,89.636825831587,1.0209184664416782,4.022654773985934,1.0501414186129043,-1.3557571257948986,1.768723282128637,,16368
62076,2025.3,2025,3,MEMBERS FIRST,PO Box 2165,Midland,MI,48641,2,1,1,67375,878441517,649025445,757532088,0.21399595321652143,8.96,85.67629745078204,5.922432193040672,5.215458236581738,4.769497175693838,3.3945644000429764,3.5653275832804296,,16372
62079,2025.3,2025,3,COUNTRY HERITAGE,P O BOX 406,BUCHANAN,MI,49107,2,1,0,1204,52350309,37129807,41266081,0.8978831411510364,20.99,89.97657664656839,4.042606808542293,6.819780801678421,4.19687819237895,-4.6714172604908955,4.859255027383059,,16375
62085,2025.3,2025,3,U.P. STATE,123 S Lincoln Road,Escanaba,MI,49829,2,1,1,15409,202362788,119462774,176182341,1.1378516064388975,12.3,67.80632685542531,1.3855902180559987,7.944480489357186,2.01114860228504,0.28636511552229127,11.09961956330819,,16381
62114,2025.3,2025,3,ARCADE,151 Patton Ave  Ste 280,Asheville,NC,28801,2,2,0,787,7771648,3960374,6629968,1.0764368156239499,14.19,59.73443612397526,-1.65601391952368,-8.881846560476491,-0.5292844580462752,-2.839506172839501,5.544988172721347,,16408
62121,2025.3,2025,3,ILLINOIS VALLEY,1311 Shooting Park Rd,Peru,IL,61354,2,3,0,4196,37211022,28482005,33436451,0.09500914560787008,9.97,85.1825003796007,-4.666434675106556,2.011326184972617,-5.025990668351598,1.9684082624544352,-7.3444367424171455,,16415
62123,2025.3,2025,3,RIVER VALLEY,PO Box 493,Ada,MI,49301,2,1,0,9372,117845986,74187015,102346668,0.7958891970847086,12.21,72.48600902180812,-2.623675692393179,-2.332147804065432,-1.452699405777591,-3.371481596040826,7.134215038618919,,16417
62141,2025.3,2025,3,TEAM ONE,520 HAYDEN ST,SAGINAW,MI,48606,2,1,1,47504,751810553,520015968,671273188,0.4574212593171403,9.48,77.46711432782564,1.211948944494745,4.49399100839134,1.9007314033097966,-7.72338772338772,6.706333594254264,,16434
62143,2025.3,2025,3,SOUTH CENTRAL,P.O. BOX 27,JACKSON,MI,49204,2,1,0,6777,84651615,39066417,72391694,0.3676408717753631,14.17,53.965330608232485,1.848960667566546,-1.7224005681353627,1.8226471451417092,-5.1902630106323455,2.280885261366144,,16435
62144,2025.3,2025,3,UNITED CHURCHES,20252 Ecorse Rd,Taylor,MI,48180,2,1,0,1174,21360951,5281284,19092708,0.9556788779128154,9.92,27.661262090217896,-0.27416796629630147,-1.5825333578323275,1.0410167111847057,-5.39887187751813,9.037738655729925,,16436
62160,2025.3,2025,3,MARSHALL COMMUNITY,839 W Green St,Marshall,MI,49068,2,1,1,16225,351229248,240001540,290876057,1.6865958495243056,16.85,82.5098987091949,7.395815149107987,1.2001706628727238,8.169117854917939,2.6963731881764597,9.218090625286129,,16449
62167,2025.3,2025,3,I.M. DETROIT DISTRICT,2101 GRATIOT AVENUE,DETROIT,MI,48207,2,1,0,53,1911174,541,1403382,2.8440290731495272,25.96,0.038549732004543306,-6.128859424926536,-81.44082332761577,-1.9403373335228347,17.777777777777782,11.743849998761103,,16456
62169,2025.3,2025,3,MICHIGAN ONE COMMUNITY,510 S Dexter St,Ionia,MI,48846,2,1,1,18697,226651011,173596090,199487831,0.912655984130692,10.01,87.02089201621527,1.6974922922235347,1.3933127536485124,2.431643610731471,-1.4287220582032911,9.339963096908944,,16458
62172,2025.3,2025,3,CONSUMERS,P.O. Box 525,Oshtemo,MI,49077,2,1,1,151033,2583116913,2302267173,2095986293,1.132780115327054,9.51,109.84170939900322,9.21932608344116,10.066514741316723,8.31337639279357,5.654424623994414,12.247228402561568,,16460
62196,2025.3,2025,3,THORNAPPLE,PO Box 289,Hastings,MI,49058,2,1,0,8345,72989138,59161090,64875916,1.278868391506876,9.68,91.19114402947312,3.1879660878949334,4.590701131602448,4.167033089486272,1.8925518925518858,15.800894586418993,,16482
62203,2025.3,2025,3,WOLVERINE STATE,1381 N Bagley St,Alpena,MI,49707,2,1,0,9681,162959624,104966604,145152312,0.962014228896301,10.12,72.31479991858482,6.471231583035042,15.133888910070525,7.736969551714146,1.755307967206221,9.711703640394619,,16488
62217,2025.3,2025,3,AAC,177 Wilson Ave NW,Grand Rapids,MI,49534,2,1,0,15002,204608001,122329435,153590801,1.6327641068703702,23.37,79.64632920952083,6.195422758461322,-2.73167810345345,7.089843462544243,1.1120846532317819,6.8876266663721974,,16500
62218,2025.3,2025,3,LAMOURE,PO BOX 178,LAMOURE,ND,58458,2,3,1,1123,36864088,17644662,29914138,2.1689225011928435,18.65,58.98435716248952,5.008500439967234,1.6656488383360868,6.430015964464286,-1.8356643356643332,12.535979791398248,,16501
62219,2025.3,2025,3,H.P.C.,1234 W CHISHOLM ST,ALPENA,MI,49707,2,1,1,7554,155775976,94080740,132817838,0.7190734648074938,14.38,70.83441608197236,2.134159608699693,4.399812716553986,1.9585794777905008,1.2464817048652987,3.7867931021297747,,16502
62228,2025.3,2025,3,"GREATER KENTUCKY CU, INC.",1001 RED MILE ROAD,LEXINGTON,KY,40504,2,2,1,9271,87987779,68274214,77423560,0.13548735500139303,11.41,88.18273662435568,-3.23034187978104,-4.655207405695094,-2.588895799272306,1.8679266014723694,0.9109434865178153,,16509
62245,2025.3,2025,3,TOTAL COMMUNITY,"25155 GODDARD RD, P.O. BOX 547",TAYLOR,MI,48180,2,1,1,6584,106044231,45180465,90218896,1.8428365654514889,14.65,50.07871632567971,3.293857239959852,-3.628046739788293,5.29212095663707,-3.332843928938478,12.910517146940718,,16524
62249,2025.3,2025,3,INTANDEM,1619 Plainfield AVE NE,Grand Rapids,MI,49505,2,1,1,4973,72084743,44795353,63063500,0.857935878674613,11.78,71.03213903446526,3.321845628133535,4.392891430290891,3.778723709344245,-1.4466904478795062,7.859278366424579,,16527
62258,2025.3,2025,3,COAST GUARD EMPLOYEES,"Hale Boggs Federal Building, 500 Po",New Orleans,LA,70130,2,2,1,610,3895328,1426309,3238116,-2.5702065142164687,15.85,44.04749551899932,-12.394680561811889,-11.116449615939239,-13.034971286096653,-3.63349131121643,-11.695563579165624,,16536
62264,2025.3,2025,3,ALPENA COMMUNITY,710 W Miller St,Alpena,MI,49707,2,1,1,2260,34438028,15519884,29376734,1.8862186308916429,13.55,52.83052908468314,5.826108373443706,5.497888157127773,7.330356978956165,-2.4600776866637863,15.623245531302384,,16541
62316,2025.3,2025,3,WESTACRES,3700 WESTACRES DRIVE,WEST BLOOMFIELD,MI,48324,2,1,0,587,7054103,1377077,5968103,0.984099180082584,13.96,23.07394828809087,1.2484491933430375,-7.171838440843725,1.720469770398303,-1.0118043844856706,3.8151471379015844,,16587
62322,2025.3,2025,3,OKLAHOMA CENTRAL,4956 S Peoria Ave,Tulsa,OK,74105,2,2,1,42928,718218402,327531696,622713529,0.7998920697592499,14.35,52.59749158268248,4.178415454126472,1.8729937025223853,4.650899772361572,-0.6043205445831146,4.635255236061837,,16592
62323,2025.3,2025,3,E-CENTRAL,990 S FAIR OAKS AVE,PASADENA,CA,91105,2,3,1,9102,175554987,118185965,133395506,1.0518777304729316,22.65,88.59816087057686,2.754910359650764,-10.06303716511815,3.0254653288341427,-5.374779083064762,4.434079691333267,,16593
62325,2025.3,2025,3,SOO CO-OP,4489 I 75 Business Spur,Sault Sainte Ma,MI,49783,2,1,1,24466,308461190,182162643,269237667,1.3313432958809517,13.36,67.65867682251161,8.873743528327104,6.4851029642693625,9.643687825584536,3.7442225331806744,10.776639875537006,,16595
62330,2025.3,2025,3,FARM BUREAU FAMILY,7373 W SAGINAW HWY,LANSING,MI,48917,2,1,0,2283,25294138,14945640,22367844,1.707223170745579,11.96,66.81752608789654,5.143745165659674,-2.857328192391062,6.366205991453655,16.242362525458255,17.01754352042168,,16600
62337,2025.3,2025,3,PROFESSIONAL FIRE FIGHTERS,9410 HEALTHPLEX DRIVE,SHREVEPORT,LA,71106,2,2,0,2684,69443042,39765239,55766848,1.7729594599121632,19.0,71.30623376813408,5.377426607333269,0.34721973377978,5.983813848806818,3.3898305084745672,10.047932181243738,,16607
62338,2025.3,2025,3,EVANSTON FIREMENS,702 MADISON,EVANSTON,IL,60202,2,3,0,153,2058883,281938,1693307,0.8055349534849694,15.83,16.650140819119038,-2.837346614986047,-6.4571997345719945,-2.41146026631478,-1.2903225806451646,-0.9688739005605432,,16608
62339,2025.3,2025,3,DIVERSIFIED MEMBERS,1480 E Jefferson Ave,Detroit,MI,48207,2,1,1,30691,571183292,273650724,437250521,0.5409405275781345,15.02,62.58442491369839,11.252689980610953,1.1787315067610438,17.721776997817962,1.1502208160305782,2.9126416104177637,,16609
62340,2025.3,2025,3,PREFERRED,3767 Sparks Dr SE,Grand Rapids,MI,49546,2,1,0,23620,304880810,161685784,260644811,1.16792830083315,14.03,62.03299554657161,6.042530691644465,7.6416843568727355,6.374319727600408,-2.044540289470409,8.144693690970689,,16610
62344,2025.3,2025,3,DETOUR DRUMMOND COMMUNITY,34857 S TOWNLINE RD,DRUMMOND ISLAND,MI,49726,2,1,0,2037,38805865,16585741,32069668,0.8888893480971071,17.16,51.71784441298238,2.3922421444829256,-2.0279514732483017,3.3049802246117865,-2.4892292963140217,4.06536139288645,,16614
62347,2025.3,2025,3,WMCU,1720 Michigan St NE,Grand Rapids,MI,49503,2,1,1,30411,437444529,218748953,357346238,1.3836659477097437,17.19,61.21484704142877,79.06627063649,84.10326162770836,74.07683585390485,68.63147388266609,50.22708418408474,,16617
62352,2025.3,2025,3,C E S,P.O. BOX 631,MOUNT VERNON,OH,43050,2,2,0,17537,231931998,129616089,201236227,1.6210097048223784,12.37,64.40991810087951,6.861188298195864,6.340418387923985,7.995623889065073,1.8349689332791463,14.979717119763702,,16622
62356,2025.3,2025,3,L&N EMPLOYEES,4101 Vanderbilt Rd,Birmingham,AL,35217,2,2,0,1416,8217531,4490986,6741575,-1.8435886129355574,19.89,66.61627290358707,-1.2469855507116656,-11.803795728234656,-1.4094762442425135,-1.324041811846688,-8.872181121759262,,16626
62358,2025.3,2025,3,KEMBA LOUISVILLE,4017 Poplar Level Rd,Louisville,KY,40213,2,2,1,4092,58632390,13006157,46092077,0.5953432590703682,20.57,28.21777157058902,-1.2278989703584986,-5.465862111347897,-0.25240743326936377,-3.988737681839516,2.924490438747384,,16628
62367,2025.3,2025,3,COAST CENTRAL,2650 Harrison Ave,Eureka,CA,95501,2,3,0,79843,2275937036,1070871327,2018970191,0.6731329588637545,11.63,53.040472403884046,8.759737021494285,6.687146478094497,7.657773981393912,1.9055520102105872,6.16422528578061,,16637
62370,2025.3,2025,3,LEXINGTON POSTAL COMMUNITY,124 Louie Pl,Lexington,KY,40511,2,2,1,2187,27733281,12734019,25077734,0.16947537168668295,9.16,50.778188332327,3.540090501720594,-3.564569006059204,3.444001714885969,-2.843180808529544,1.7125661280382884,,16640
62380,2025.3,2025,3,DAKOTA WEST,PO BOX 1496,WATFORD CITY,ND,58854,2,3,0,7217,335016044,171911104,292484676,0.4115881317372517,13.12,58.776106273683894,4.398490663533972,-0.5065866954113596,4.908647529158139,-1.5818900859129958,4.1257171391613205,,16650
62393,2025.3,2025,3,MEIJER,"2410 GAYNOR AVE NW, PO BOX 141607",GRAND RAPIDS,MI,49514,2,1,1,15118,112100932,83190240,99222321,1.2007378950866996,9.82,83.84226367774646,9.810018503252515,15.097982357144812,11.781955483111606,2.6549874380389804,13.35366622234598,,16663
62406,2025.3,2025,3,BRIDGE,10567 Sawmill Parkway,Powell,OH,43065,2,2,1,18891,245680545,153880271,216880882,0.5134936455439448,10.32,70.95151475822567,7.115586686272235,14.149698074654493,6.700808040977302,-8.954648416791166,4.943771756422338,,16675
62417,2025.3,2025,3,LOYALTY,P O Box 17048,Pensacola,FL,32522,2,2,1,19842,295244067,161910874,259448279,1.0776202619734676,11.08,62.405838506255805,-0.7246125877143794,4.144615573623667,0.45615838090911076,-4.83453237410072,9.554302531467469,,16685
62419,2025.3,2025,3,CO-OP CREDIT UNION OF MONTEVIDEO,PO Box 447,Montevideo,MN,56265,2,3,1,17639,389066501,273512563,324332582,1.6614648406594719,15.6,84.33089309540908,5.643965264457362,9.190829916585841,6.528133213961906,2.959374270371229,10.573850147290393,,16687
62422,2025.3,2025,3,METRUM COMMUNITY,6980 S Holly Cir,Centennial,CO,80112,2,3,0,5777,106474550,79553152,91470928,0.7858646413334661,13.11,86.9709685245568,2.1578382338611313,9.265967949818599,2.754310659262371,3.7722292078318675,6.418948198880625,,16690
62426,2025.3,2025,3,ZEAL,17250 Newburgh Road,Livonia,MI,48152,2,1,1,65510,864143264,661204589,671089145,2.4708086413915917,21.87,98.52708748552325,4.946549940445344,-0.2975264316706139,2.955098986365634,-0.6385463590723672,14.677177555076943,,16693
62429,2025.3,2025,3,DU PONT EMPLOYEES,"801 35th Street,  Suite A",Fort Madison,IA,52627,2,3,0,613,6370910,4299271,5558233,1.3439105772597482,12.65,77.34960013371156,4.165547686724103,4.659016661619453,4.253184177118041,3.7225042301184397,4.86725491037804,,16695
62431,2025.3,2025,3,EXPREE,100 Moore Dr,Frankfort,KY,40601,2,2,0,9086,114032238,86050312,100930920,0.7612094814888383,10.76,85.25664087873172,11.135008645559786,10.834732694578108,10.319753250813491,-1.1961722488038284,7.198041672564718,,16697
62432,2025.3,2025,3,WHITESVILLE COMMUNITY,P O Box 83,Whitesville,KY,42378,2,2,0,2315,33179788,12397473,29203226,1.5687141335529617,11.75,42.452409196162094,0.2886104126883948,5.597420785365448,1.7189384153804887,-1.9483269800931846,14.926863054274303,,16698
62433,2025.3,2025,3,LOUISVILLE FEDERAL,PO Box 33303,Louisville,KY,40232,2,2,0,2226,32834297,10308397,25405704,0.6093891418944568,22.27,40.57512832551304,7.319715688571327,-6.6744821212649015,5.92001527268029,-3.7613488975356657,2.67204176433476,,16699
62438,2025.3,2025,3,ALEXANDRIA MUNICIPAL EMPLOYEES,1032 Wisteria St,Alexandria,LA,71301,2,2,1,1877,31303447,18114527,26894901,0.3880912018863967,13.68,67.3530160977354,1.0433748363463335,1.3838430399447654,1.0855750493246497,0.26709401709401615,5.605259154441308,,16704
62441,2025.3,2025,3,CABOT EMPLOYEES,PO BOX 598,FRANKLIN,LA,70538,2,2,1,129,1229198,501891,874466,-2.1923206621996973,28.68,57.39399816573771,6.333439123715157,-34.32104355382002,1.0607615251550628,-3.731343283582089,-10.116885268887104,,16707
62446,2025.3,2025,3,DOCHES,920 NW STALLINGS DR,NACOGDOCHES,TX,75964,2,2,1,11563,64308860,44948826,56182771,0.37507982962670783,13.12,80.00464412835743,-2.5261011313822856,-2.5500784812140354,-1.8790278030420993,-1.7002465357476848,3.4560312501839574,,16712
62452,2025.3,2025,3,FINANCIAL SECURITY,1105 WEST PIERCE STREET,CARLSBAD,NM,88220,2,3,1,5183,61428815,44414306,51057975,1.87718493955608,16.53,86.98798963335307,0.25409904531770167,0.06880443318828533,2.1316413636172316,0.17394665635872553,10.745912812111117,,16718
62471,2025.3,2025,3,MOBILE POSTAL,P. O. Box 160776,Mobile,AL,36616,2,2,0,1611,16694964,9721614,14453569,1.1276343789346355,12.88,67.26099276932915,-0.7951859177950937,-6.886853552931493,0.6281088095081433,-8.047945205479456,8.421427214116392,,16737
62474,2025.3,2025,3,DUPONT COMMUNITY,P.O. Box 1365,Waynesboro,VA,22980,2,1,1,122650,1973625281,1165362633,1755234648,0.9226604975312658,10.74,66.39355224259452,7.3025185693408545,1.6776352235199798,8.016810814848707,2.0934781703916494,9.484874463432526,,16740
62482,2025.3,2025,3,BROWN-FORMAN EMPLOYEES,850 DIXIE HWY,LOUISVILLE,KY,40210,2,2,0,1357,15310002,8847671,12364638,0.7884969973235547,18.03,71.55624774457611,3.9425168023605295,-11.612428865489155,4.110713399019872,-0.7315288953913646,4.970829509788971,,16748
62484,2025.3,2025,3,SERVICE ONE,PO Box 51770,Bowling Green,KY,42102,2,2,1,17301,272043307,209857450,240855111,0.5239914705196698,8.89,87.13016266447424,3.7138520058722646,-5.588463380079533,-1.6872640499529634,0.7864383082838211,5.230231297509538,,16750
62486,2025.3,2025,3,OPP-MICOLAS,P O DRAWER 70,OPP,AL,36467,2,2,0,1638,10581186,2322868,7896839,-0.6342287248370257,25.15,29.415162193378897,-4.48050828001656,-11.157160554597468,-4.036142939284726,-3.873239436619713,-2.3345456760611913,,16752
62497,2025.3,2025,3,MAROON FINANCIAL,5525C S Ellis Ave,Chicago,IL,60637,2,3,1,7013,52429980,30575818,43975478,0.31408720316373245,13.52,69.52924536715666,-3.705119573620763,-4.5976999659057105,-4.220533046641517,-2.678323619206213,2.4598797074161056,,16760
62500,2025.3,2025,3,AREA EDUCATIONAL,812 CHARLESTON AVE,MATTOON,IL,61938,2,3,1,2362,31555020,13324403,24757125,1.4610298559712689,21.42,53.82047794321837,7.079920611519852,-5.142570874666685,6.543491596322015,-0.3795866722901775,4.747230472282252,,16762
62502,2025.3,2025,3,COOPERATIVE EMPLOYEES,PO BOX 429,ANADARKO,OK,73005,2,2,0,953,9850494,5913964,8745567,0.6612534635929956,10.64,67.62241944976238,14.106661479031768,-6.226226403994906,12.455853301903597,0.846560846560851,2.174930251329173,,16764
62504,2025.3,2025,3,UNIVERSITY OF VA COMMUNITY CU,3300 Berkmar Dr,Charlottesville,VA,22901,2,1,0,84368,1568273352,967182262,1383966292,0.5842416268971535,10.07,69.88481349515412,4.429642064147066,12.137287208450221,4.730993038759257,1.7045591532656612,5.514262479369767,,16766
62508,2025.3,2025,3,TRI-CITIES,905 Pennoyer Ave,Grand Haven,MI,49417,2,1,1,3590,51293850,29978270,44228192,0.953963495344682,13.04,67.78090770701185,2.867652459558423,-3.523910458843338,3.7250702897439147,-3.286637931034486,7.840640853611854,,16770
62509,2025.3,2025,3,FIRSTMARK,P.O. Box 701650,San Antonio,TX,78270,2,2,1,89026,1220850029,769186734,1092490846,0.06332475108151062,10.27,70.40669830930555,4.953499090788616,10.864542086433794,1.6811026205391322,-2.6442412842832774,1.8677552691685189,,16771
62514,2025.3,2025,3,LAKE MICHIGAN,PO Box 2848,Grand Rapids,MI,49501,2,1,1,517086,15210402425,13088169540,12870775137,1.4008806034793677,11.78,101.68905447174701,5.5725767612871735,9.237491820555421,5.773027956175736,4.0791433517169295,12.190485183295834,,16776
62536,2025.3,2025,3,VIRGINIA UNITED METHODIST,P.O. Box 13680,North Chesterfi,VA,23225,2,1,0,2794,16170868,13801138,14639712,0.08804797607417716,9.39,94.27192283564048,-5.40171364548323,9.18199446239778,-4.810126999549624,0.8300252616384007,0.9624403463933765,,16796
62537,2025.3,2025,3,CHATTANOOGA FEDERAL EMPLOYEES,P.O. Box 22205,Chattanooga,TN,37422,2,2,0,2872,72860087,39553676,60211609,0.7961763177156196,17.15,65.69111282178159,4.284540828350458,-2.2854651959216654,4.431881068770016,-0.06958942240778976,4.840516813456438,,16797
62542,2025.3,2025,3,GOLDEN PLAINS,P.O. Box 459,Garden City,KS,67846,2,3,0,86622,978931365,857623918,844253171,1.0347498224494807,12.8,101.58373666327634,0.6406985124159048,-4.709699105666354,-2.3207195861596475,-1.5468897400634174,9.881308991835413,,16802
62543,2025.3,2025,3,AUTO-OWNERS ASSOCIATES,6101 ANACAPRI BLVD,LANSING,MI,48917,2,1,0,2572,40570275,7181861,32725029,2.1087251071667024,18.9,21.94607986443648,-1.1407277486025325,-4.042248415671046,0.8022858434298952,-0.5798221878623888,11.405337448285861,,16803
62562,2025.3,2025,3,CREDIT UNION ONE,400 E. Nine Mile Road,Ferndale,MI,48220,2,1,1,108401,1730971303,1241174803,1534548791,1.0331214247703557,10.87,80.88206841511891,0.4024998096764154,4.66779363808798,1.7901467753100864,-2.5433785849141466,9.449931707018033,,16821
62563,2025.3,2025,3,NORTH STAR COMMUNITY,PO Box 10,Maddock,ND,58348,2,3,1,22145,458718257,336290734,379419916,1.0890917031411136,13.7,88.63286290960014,-0.05534572772529778,-4.88482220278742,-1.063442198002007,-0.4316352681983715,7.67968702138271,,16822
62564,2025.3,2025,3,PEOPLE'S,PO BOX 290,RAYNE,LA,70578,2,2,1,3739,24023459,10319843,18970591,1.0199202329987869,20.69,54.399164475160525,1.5577955867472681,-5.046889792081732,1.3411211615985685,-0.5320563979781867,0.37695567207239,,16823
62571,2025.3,2025,3,MEMORIAL,7789 SW FRWY SUITE 175,Houston,TX,77074,2,2,0,9861,87101455,72545632,77189618,-0.20212163726672022,10.86,93.98366500531199,-8.943376018367033,-7.405599749618852,-8.36050207926653,-3.616459779102732,-1.7561991836788935,,16830
62573,2025.3,2025,3,RIO GRANDE,301 Rio Bravo Blvd,Albuquerque,NM,87105,2,3,1,49928,659507011,397078539,602454029,1.0058252961170986,8.83,65.91018067537897,0.27090505816023125,-4.249063281691246,-0.581641563408597,2.5826467506318007,9.649884231200174,,16832
62574,2025.3,2025,3,PREMIER MEMBERS,360 Interlocken Blvd,Broomfield,CO,80021,2,3,0,204543,3972181385,2925535191,3316246399,-0.08952038479979038,8.05,88.21826966422589,130.56291420437867,123.9050457453974,127.03028735741415,163.29793396408573,103.80674353046449,,16833
62588,2025.3,2025,3,CLEVELAND POLICE,2301 PAYNE AVENUE,CLEVELAND,OH,44114,2,2,0,4751,42480698,18870327,36583580,1.8687961814092742,12.61,51.581411660641194,5.60149871330613,0.99498946154013,6.637591498030959,-0.0420786871449641,14.131704829486791,,16847
